GID,gid위도,gid경도,생활인구수,동 이름,gid 버스정류장명,gid버스정류장위도,gid버스정류장경도,NODE_ID
다사597512,37.55972513,127.0442701,,사근동,한양대학교류마티스병원동관,37.559973,127.044651,103900290
다사597512,37.55972513,127.0442701,,사근동,한양대학교병원응급실,37.559812,127.0446,103900286
다사600523,37.56965281,127.0476068,,용답동,용답휴식공원,37.56955418,127.0479373,103000166
다사606495,37.54444139,127.0545513,,성수동2가,성수역4번출구,37.544788,127.054582,103900215
다사606495,37.54444139,127.0545513,,성수동2가,지하철2호선성수역,37.54477028,127.0546618,103900083
다사602512,37.55974685,127.0499312,,사근동,사근동벽산아파트,37.5601892,127.0499269,103000133
다사602512,37.55974685,127.0499312,,사근동,한양여대앞,37.55951,127.0503,103000145
다사593527,37.57322748,127.0396581,,용답동,동대문구청.용두역4번출구,37.573438,127.039718,105000074
다사597525,37.5714424,127.0441988,,용답동,신답초등학교.청계한신휴플러스,37.571753,127.044292,105000004
다사601509,37.55703854,127.0488153,,사근동,법학학술정보관,37.55704,127.048574,103900300
다사601509,37.55703854,127.0488153,,사근동,올림픽체육관맞은편,37.556934,127.049294,103900301
다사601509,37.55703854,127.0488153,,사근동,한양대학교경영대학,37.557084,127.04853,103900304
다사608494,37.54354858,127.0568206,,성수동2가,성수역3번출구,37.54355983,127.0566907,103900233
다사608494,37.54354858,127.0568206,,성수동2가,성수역3번출구,37.543842,127.057061,103900257
다사617498,37.54719171,127.0669875,,성수동2가,화양사거리,37.54727767,127.0666629,103000108
다사604490,37.53992617,127.0523143,,성수동2가,이마트.서울숲힐스테이트아파트,37.540121,127.052284,103900253
다사595510,37.55791371,127.0420167,,행당동,한양대학교정문,37.55777611,127.0421228,103900283
다사601508,37.55613721,127.0488207,,사근동,제3법학관,37.556233,127.048637,103900302
다사601494,37.54351858,127.0488968,,성수동1가,경동초등학교입구,37.5433913,127.0492129,103000142
다사599509,37.55702987,127.046551,,사근동,한양대학교생활과학대학,37.55680349,127.0465029,103900288
다사609495,37.54445416,127.0579473,,성수동2가,성수역2번출구,37.544268,127.057638,103900298
다사598510,37.55792684,127.0454133,,사근동,한양대학교백남학술정보관,37.55773422,127.045845,103900287
다사569501,37.54968393,127.0126328,,옥수동,옥수동종점,37.549335,127.012585,103000069
다사611494,37.54356128,127.0602165,,성수동2가,경수중학교입구,37.543363,127.060089,
다사580496,37.54522803,127.025114,,금호동4가,무쇠막,37.54527775,127.0246948,103900024
다사597505,37.55341583,127.0443086,,행당동,행당중학교,37.553821,127.044352,103000505
다사587510,37.55787823,127.0329593,,행당동,무학중학교.무학여고,37.55821,127.0331283,103900019
다사621507,37.55532023,127.0714692,,송정동,송정동건영아파트,37.555205,127.07115,103000116
다사607501,37.54985365,127.0556512,,성수동2가,성수2가3동주민센터,37.549622,127.055392,103000111
다사574509,37.55691777,127.0182467,,금호동2가,금호어린이집,37.556743,127.018232,103900059
다사574509,37.55691777,127.0182467,,금호동2가,금호어린이집,37.556734,127.01862,103900068
다사590495,37.54437168,127.0364396,,성수동1가,뚝섬서울숲,37.54461804,127.0366012,103000121
다사599503,37.55162188,127.0465837,,성수동1가,상원,37.551748,127.046662,103000089
다사603508,37.55614584,127.0510851,,사근동,살곶이체육공원앞,37.55631791,127.0509355,103000516
다사597496,37.54530385,127.0443579,,성수동1가,성동구민종합체육센터,37.54527,127.044515,103900264
다사597496,37.54530385,127.0443579,,성수동1가,성동구민체육센터,37.545138,127.044474,103900249
다사596494,37.54349682,127.043237,,성수동1가,언더스탠드에비뉴,37.543572,127.042776,103900248
다사602509,37.55704286,127.0499475,,사근동,올림픽체육관앞,37.557015,127.049632,103900303
다사592505,37.55339385,127.038648,,응봉동,리버그린동아아파트,37.55334439,127.0382721,103900280
다사597494,37.54350119,127.0443689,,성수동1가,서울숲역3번출구,37.543064,127.044501,103000079
다사589495,37.54436723,127.0353076,,성수동2가,성수대교북단교차로,37.544291,127.035516,103900243
다사596492,37.54169415,127.0432479,,성수동1가,서울숲1번출입구,37.54197811,127.0429744,103000164
다사591494,37.54347479,127.0375771,,성수동1가,뚝섬서울숲,37.543457,127.037565,103000162
다사591494,37.54347479,127.0375771,,성수동1가,서울숲9번출입구,37.543638,127.037555,103900242
다사578505,37.55333085,127.0227983,,금호동2가,금호고등학교.금호자이1차아파트입구,37.55310773,127.0229329,103000049
다사591514,37.56150137,127.0374657,,행당동,왕십리광장.왕십리역4번출구,37.56136444,127.0371334,103000292
다사599510,37.55793119,127.0465455,,사근동,한양종합기술연구원.생활과학대학,37.5576911,127.0460706,103900289
다사613488,37.53816168,127.0625121,,성수동2가,경수중학교,37.53816503,127.0622986,
다사600524,37.57055414,127.0476014,,용답동,신답역,37.570207,127.047505,103000118
다사603497,37.5462312,127.0511445,,성수동2가,경동초등학교입구,37.545895,127.051155,103900299
다사590496,37.54527301,127.036434,,성수동1가,뚝섬서울숲,37.545672,127.036397,103000122
