대중교통,역(정류장),호선(명),노선(수),지하철 여부(Y/N),버스 여부(Y/N),따릉이 여부(Y/N),x_좌표,y_좌표,동 이름,GID,대여소번호,NODE_ID,ARS_ID,지번_주소,도로명_주소,일평균승차승객수,일평균하차승객수,일평균총승객수,월승차승객수,월하차승객수,월이용객수
버스,사당역9번출구앞,,7,N,Y,N,126.9813959,37.47739263,사당동,11590107,,119000302,20253,서울 동작구 사당동 1042-22,,446.23,196.26,642.49,65149,1875,93803
버스,사당역10번출구,,1,N,Y,N,126.9815811,37.47868741,사당동,11590107,,119900083,20500,서울 동작구 사당동 1112,서울특별시 동작구 동작대로 43-2 (사당동),67.78,13.93,81.72,4067,1875,4903
버스,방배노인종합복지관,,19,N,Y,N,126.9818146,37.48067903,사당동,11590107,,119000284,20020,서울 동작구 사당동 345-15,,68.15,133.82,201.97,26305,1875,77961
버스,이수시너스.이수역7번출구,,3,N,Y,N,126.981878,37.483918,사당동,11590107,,119900044,20552,서울 동작구 사당동 1112,서울특별시 동작구 동작대로 43-2 (사당동),37.36,167.28,204.63,3362,1875,18417
버스,사당동우체국앞,,16,N,Y,N,126.9819451,37.48322737,사당동,11590107,,119000285,20019,서울 동작구 사당동 339-23,,159.68,120.4,280.09,46468,1875,81505
버스,총신대역,,2,N,Y,N,126.982049,37.487354,사당동,11590107,,119900196,20705,서울 동작구 사당동 134-1,서울특별시 동작구 동작대로 113-2 (사당동),489.25,128.03,617.28,29355,1875,37037
버스,이수역,,1,N,Y,N,126.982089,37.486574,사당동,11590107,,119900184,20746,서울 동작구 사당동 144-4,서울특별시 동작구 동작대로 105-2 (사당동),501.8,85.83,587.63,15054,1875,17629
버스,총신대입구역.남성시장입구앞,,16,N,Y,N,126.9822244,37.48821683,사당동,11590107,,119000286,20018,서울 동작구 사당동 736-1,서울특별시 동작구 동작대로 지하117 (사당동),269.55,213.79,483.34,95690,1875,171586
버스,경문고등학교,,2,N,Y,N,126.982453,37.49018,사당동,11590107,,119900202,20697,서울 동작구 사당동 82-5,,49.9,21.87,71.77,2994,1875,4306
버스,갯마을,,1,N,Y,N,126.982546,37.496232,동작동,11590106,,119900204,20694,서울 동작구 동작동 102-65,서울특별시 동작구 동작대로 213 (동작동),93.87,148.03,241.9,2816,1875,7257
버스,정금마을,,1,N,Y,N,126.982565,37.494339,동작동,11590106,,119900199,20701,서울 동작구 동작동 66-29,,59.47,10.3,69.77,1784,1875,2093
버스,경문고교.배나무골앞,,16,N,Y,N,126.9825871,37.49159468,사당동,11590107,,119000287,20017,서울 동작구 사당동 산 1-9,,78.91,120.47,199.38,27934,1875,70580
버스,정금마을.방배경찰서,,16,N,Y,N,126.9826144,37.49423389,동작동,11590106,,119000288,20016,서울 동작구 동작동 55-3,,112.28,85,197.27,39746,1875,69835
버스,정금마을,,17,N,Y,N,126.982748,37.4932972,동작동,11590106,,121000530,22033,서울 동작구 동작동 56-1,,95.08,88.75,183.83,36511,1875,70591
버스,갯마을앞,,13,N,Y,N,126.9833117,37.49755505,동작동,11590106,,119000289,20015,서울 동작구 동작동 94-1,,151.77,256.78,408.55,39915,1875,107448
따릉이,흑석한강푸르지오(110동),,,N,N,Y,126.9647141,37.50311279,흑석동,11590105,2092,,,,,,,7.22,,,247.5
따릉이,흑석한강푸르지오 106동앞,,,N,N,Y,126.9661789,37.50535583,흑석동,11590105,2064,,,,,,,3,,,43.33
따릉이,흑석역 4번출구,,,N,N,Y,126.9634934,37.50858688,흑석동,11590105,2026,,,,,,,26.39,,,645.5
따릉이,흑석역 1번출구,,,N,N,Y,126.9636154,37.50938034,흑석동,11590105,2025,,,,,,,104.1,,,2001.66
따릉이,흑석롯데캐슬에듀포레(107동),,,N,N,Y,126.9607315,37.50470352,흑석동,11590105,2083,,,,,,,16.42,,,467.33
따릉이,흑석동효사정앞,,,N,N,Y,126.9612808,37.51120377,흑석동,11590105,4153,,,,,,,13,,,313.66
따릉이,흑석동주민센터 입구,,,N,N,Y,126.9667358,37.50682831,흑석동,11590105,4180,,,,,,,11.65,,,253.33
따릉이,흑석 아크로리버하임(103동),,,N,N,Y,126.9616318,37.51083755,흑석동,11590105,2078,,,,,,,9.06,,,190.5
따릉이,총신대 앞(육교),,,N,N,Y,126.9664764,37.48815918,사당동,11590107,2068,,,,,,,6.42,,,187.66
따릉이,중앙대학교 중앙광장,,,N,N,Y,126.9577789,37.50667191,흑석동,11590105,2079,,,,,,,9.1,,,209.66
따릉이,중앙대학교 정문 1,,,N,N,Y,126.9591522,37.50704193,흑석동,11590105,2027,,,,,,,25.74,,,562.66
따릉이,중대후문 마을버스정류장,,,N,N,Y,126.9502564,37.50444412,상도1동,11590103,4173,,,,,,,24.84,,,597.5
따릉이,정금마을 마을버스정류장,,,N,N,Y,126.9824448,37.49466324,동작동,11590106,2036,,,,,,,29.94,,,628.66
따릉이,장승배기역2번출구뒷편쪽,,,N,N,Y,126.9389877,37.50449753,상도동,11590102,2020,,,,,,,23.81,,,603
따릉이,장승배기역 5번출구,,,N,N,Y,126.9393616,37.50585175,상도동,11590102,2013,,,,,,,57.97,,,1293.16
따릉이,이수역9번출구,,,N,N,Y,126.9805908,37.48470306,사당동,11590107,2091,,,,,,,38.58,,,1052.66
따릉이,이수역 11번출구쪽,,,N,N,Y,126.9816208,37.48550797,사당동,11590107,2032,,,,,,,72.84,,,1854.83
따릉이,이수성결교회 옆,,,N,N,Y,126.9836884,37.49814987,동작동,11590106,4178,,,,,,,4.29,,,104.33
따릉이,유한양행앞,,,N,N,Y,126.9342423,37.51293945,대방동,11590108,2007,,,,,,,43.29,,,1130.66
따릉이,양문교회 앞,,,N,N,Y,126.9071121,37.48939896,신대방동,11590109,2066,,,,,,,63.03,,,1549.16
따릉이,신대방삼거리역 6번출구쪽,,,N,N,Y,126.9295654,37.49985504,대방동,11590108,2015,,,,,,,86.42,,,2094
따릉이,신대방삼거리역 3번출구쪽,,,N,N,Y,126.9270935,37.49964523,대방동,11590108,2016,,,,,,,49.97,,,1164.66
따릉이,신대방삼거리,,,N,N,Y,126.9279785,37.49845505,신대방동,11590109,4169,,,,,,,54.26,,,1348.83
따릉이,숭실대학교(중문),,,N,N,Y,126.9563751,37.49550629,상도동,11590102,2094,,,,,,,13.03,,,273.33
따릉이,숭실대 입구역3번 출구 앞,,,N,N,Y,126.953682,37.4966011,상도동,11590102,2069,,,,,,,21.43,,,567.83
따릉이,서울특별시 동작관악교육지원청,,,N,N,Y,126.9406509,37.50251389,상도동,11590102,2096,,,,,,,4.5,,,77.83
따릉이,서울시여성가족재단,,,N,N,Y,126.9270859,37.51198959,대방동,11590108,2065,,,,,,,11.94,,,366
따릉이,상도효성해링턴플레이스,,,N,N,Y,126.9415131,37.50543213,상도동,11590102,4152,,,,,,,19.39,,,448.66
따릉이,상도중앙하이츠빌 입구,,,N,N,Y,126.9497299,37.50024796,상도동,11590102,2088,,,,,,,12.45,,,308.33
따릉이,상도역 1번출구,,,N,N,Y,126.948204,37.50217819,상도1동,11590103,2024,,,,,,,22.1,,,489.5
따릉이,상도SH빌아파트 입구,,,N,N,Y,126.9545975,37.50321198,상도동,11590102,2093,,,,,,,6.88,,,178
따릉이,상도 아이파크 아파트,,,N,N,Y,126.9417496,37.5008812,상도동,11590102,2057,,,,,,,15.32,,,366.16
따릉이,삼일초등학교 인근,,,N,N,Y,126.9735642,37.48907852,사당동,11590107,2048,,,,,,,17.39,,,438.5
따릉이,삼일수영장 앞,,,N,N,Y,126.9743576,37.48712158,사당동,11590107,2086,,,,,,,42.42,,,1183.16
따릉이,삼익아파트,,,N,N,Y,126.9448471,37.51054764,노량진동,11590101,2054,,,,,,,52.03,,,1388.66
따릉이,사육신공원앞,,,N,N,Y,126.9480591,37.51335907,노량진동,11590101,2003,,,,,,,42.58,,,1026.16
따릉이,사당중학교 버스정류소,,,N,N,Y,126.9680481,37.48683548,사당동,11590107,2041,,,,,,,10.97,,,217.66
따릉이,사당역10번출구(금강빌딩),,,N,N,Y,126.9815064,37.4791069,사당동,11590107,2089,,,,,,,37.94,,,984.66
따릉이,사당역 7번출구쪽,,,N,N,Y,126.9805756,37.47689056,사당동,11590107,2034,,,,,,,25.74,,,666.33
따릉이,사당새마을금고,,,N,N,Y,126.9678421,37.48665237,사당동,11590107,2062,,,,,,,16.19,,,416.66
따릉이,사당동 아르테스 웨딩앞,,,N,N,Y,126.9815826,37.48149109,사당동,11590107,2033,,,,,,,42.68,,,1188
따릉이,비계 버스정류소,,,N,N,Y,126.9690781,37.5063591,흑석동,11590105,2040,,,,,,,8.48,,,180.5
따릉이,보라매역?동작세무서 버스정류장(강남중학교방면),,,N,N,Y,126.9198685,37.49766922,신대방동,11590109,2067,,,,,,,64.55,,,1639.83
따릉이,보라매역 8번출구,,,N,N,Y,126.9210815,37.50007629,대방동,11590108,2009,,,,,,,41.45,,,952
따릉이,보라매병원역 1번출구,,,N,N,Y,126.9234314,37.49322128,신대방동,11590109,4179,,,,,,,215.87,,,5049
따릉이,보라매공원역 2번출구,,,N,N,Y,126.9178162,37.49582291,신대방동,11590109,4181,,,,,,,61.81,,,1305
따릉이,보라매공원 정문,,,N,N,Y,126.9177933,37.49707794,신대방동,11590109,2059,,,,,,,63.68,,,1454.33
따릉이,보라매 두산위브 건너편,,,N,N,Y,126.9148026,37.49651337,신대방동,11590109,237,,,,,,,81.71,,,1986.5
따릉이,롯데캐슬 101동 앞,,,N,N,Y,126.9459076,37.50157547,상도동,11590102,4177,,,,,,,10.61,,,272
따릉이,동작역 7번출구,,,N,N,Y,126.9760895,37.50318146,동작동,11590106,2038,,,,,,,12.45,,,314
따릉이,동작역 5번출구 동작주차공원,,,N,N,Y,126.97715,37.50318909,동작동,11590106,2037,,,,,,,43.6,,,686.5
따릉이,동작구민 체육센터,,,N,N,Y,126.9165268,37.49449921,신대방동,11590109,2056,,,,,,,37.47,,,1076.83
따릉이,동작경찰서,,,N,N,Y,126.9435272,37.5135231,노량진동,11590101,2058,,,,,,,83.03,,,1941.5
따릉이,대방지하보도(대방동경남아너스빌아파트),,,N,N,Y,126.9254379,37.51213455,대방동,11590108,2080,,,,,,,70.58,,,1582.16
따릉이,대방역2번출구,,,N,N,Y,126.9274139,37.51262665,대방동,11590108,4175,,,,,,,46.23,,,1049
따릉이,대림아파트 후문 상가 옆,,,N,N,Y,126.9719086,37.48886871,사당동,11590107,2071,,,,,,,15.97,,,504.66
따릉이,대림사거리(동작상떼빌아파트),,,N,N,Y,126.9062271,37.48836136,신대방동,11590109,2012,,,,,,,40.71,,,1047.5
따릉이,노량진역 5번출구,,,N,N,Y,126.9399719,37.51324844,노량진동,11590101,2050,,,,,,,108.74,,,2633
따릉이,노량진역 2번 출구 앞,,,N,N,Y,126.9430695,37.51391983,노량진동,11590101,2070,,,,,,,61.77,,,1347.33
따릉이,노량진근린공원 대방공원,,,N,N,Y,126.9280701,37.5093689,대방동,11590108,2008,,,,,,,20.1,,,453.83
따릉이,노량진근린공원,,,N,N,Y,126.9285049,37.50680542,대방동,11590108,4158,,,,,,,8.59,,,195.16
따릉이,노량진1동 청소년독서실,,,N,N,Y,126.9471359,37.50785828,노량진동,11590101,4162,,,,,,,16.45,,,358
따릉이,노들역 3번출구,,,N,N,Y,126.9541626,37.51193619,본동,11590104,2077,,,,,,,58.71,,,1196.33
따릉이,노들역 1번출구,,,N,N,Y,126.9524689,37.51284409,본동,11590104,2002,,,,,,,153.68,,,3136
따릉이,남성역3번출구 뒤,,,N,N,Y,126.97155,37.48463058,사당동,11590107,2060,,,,,,,62.19,,,1448.16
따릉이,기아자동차 사당점 앞,,,N,N,Y,126.9779205,37.48377991,사당동,11590107,2090,,,,,,,47.87,,,1188.66
따릉이,구로교 아래,,,N,N,Y,126.9035034,37.48500824,신대방동,11590109,4167,,,,,,,57.77,,,1447.66
따릉이,경문고등학교 앞,,,N,N,Y,126.9824066,37.49150085,사당동,11590107,2095,,,,,,,32.52,,,859.83
따릉이,강남중학교 앞,,,N,N,Y,126.9215775,37.50274277,대방동,11590108,2085,,,,,,,50.19,,,1211.66
따릉이,e편한세상 상도노빌리티 앞,,,N,N,Y,126.946785,37.50456238,상도동,11590102,2084,,,,,,,26.9,,,627.16
따릉이,7호선 이수역7번출구,,,N,N,Y,126.9817963,37.4846077,사당동,11590107,2082,,,,,,,37.19,,,1000
