GID,위도,경도,생활인구수,반경150m_정류장수,반경300m_정류장수,반경400m_정류장수
다사596521,37.56783271,127.0430884,0.0,1,11,14
다사586516,37.56328171,127.0317932,67.0,2,6,12
다사580511,37.55874794,127.0250282,578.0,6,13,28
다사577504,37.55242494,127.021672,237.0,3,18,33
다사597498,37.54710652,127.044347,16.0,3,7,9
다사574497,37.54610185,127.0183163,330.0,5,15,29
다사573497,37.54609722,127.0171843,40.0,4,16,31
다사585518,37.56507987,127.0306497,163.0,3,8,17
다사619512,37.55981865,127.0691789,478.0,0,3,5
다사590517,37.56420091,127.0363167,187.0,3,11,21
다사599514,37.56153651,127.0465236,268.0,4,10,13
다사597516,37.56333045,127.0442482,56.0,0,6,19
다사567491,37.54066129,127.0104276,151.0,6,13,23
다사580523,37.56956385,127.0249596,312.0,3,8,16
다사572503,37.55150055,127.0160173,490.0,3,10,27
다사568498,37.54697527,127.0115184,272.0,2,3,12
다사581509,37.55694984,127.0261719,668.0,3,24,32
다사586517,37.56418304,127.0317876,189.0,1,9,14
다사589522,37.5687031,127.0351564,81.0,0,6,9
다사606490,37.53993473,127.0545781,95.0,7,15,20
다사600493,37.54261291,127.0477703,176.0,2,12,18
다사616500,37.54899022,127.065845,269.0,3,11,16
다사598511,37.55882817,127.0454078,6.0,4,16,26
다사584515,37.56237138,127.0295344,283.0,0,4,12
다사604485,37.5354195,127.0523412,288.0,0,3,6
다사572496,37.54519126,127.0160581,66.0,5,16,31
다사603499,37.54803386,127.0511337,84.0,0,5,9
다사596514,37.56152342,127.0431269,40.0,2,16,20
다사593513,37.56060889,127.0397357,406.0,1,18,29
다사595499,37.54799909,127.0420774,67.0,0,2,7
다사604494,37.5435315,127.0522927,28.0,0,10,16
다사580504,37.55243865,127.0250683,130.0,6,25,38
다사601500,37.54892656,127.0488642,250.0,0,4,12
다사577501,37.54972096,127.0216893,299.0,0,15,29
다사584514,37.56147006,127.02954,359.0,0,2,11
다사598519,37.5660388,127.045364,108.0,1,8,12
다사622509,37.557127,127.072591,8.0,2,5,12
다사595516,37.56332169,127.0419836,189.0,2,8,21
다사600513,37.56063953,127.0476613,340.0,4,12,17
다사581513,37.56055515,127.026149,212.0,3,11,14
다사579506,37.55423675,127.0239247,372.0,7,32,47
다사607487,37.53723499,127.0557261,96.0,2,13,23
다사586500,37.54886047,127.0318835,191.0,5,11,15
다사597500,37.54890918,127.044336,0.0,1,5,8
다사585509,37.55696793,127.0307005,191.0,3,12,27
다사601491,37.54081458,127.0489131,78.0,3,13,17
다사598496,37.54530822,127.0454899,62.0,3,9,15
다사613491,37.54086569,127.0624963,0.0,2,7,10
다사594518,37.56511994,127.0408403,92.0,5,12,14
다사596508,37.55611544,127.0431599,51.0,3,6,19
다사591512,37.55969872,127.0374769,434.0,4,15,28
다사592523,37.56961775,127.0385479,33.0,1,3,8
다사620507,37.55531612,127.070337,611.0,2,2,8
다사568490,37.53976465,127.0115654,64.0,4,14,21
다사609487,37.53724349,127.0579898,258.0,6,17,19
다사592518,37.56511111,127.0385757,399.0,2,12,19
다사594512,37.55971197,127.0408735,69.0,8,19,30
다사584509,37.55696342,127.0295684,405.0,5,7,21
다사589516,37.56329513,127.03519,195.0,3,14,22
다사583508,37.55605758,127.0284419,615.0,5,16,35
다사575500,37.54881044,127.0194309,108.0,6,27,36
다사577505,37.55332627,127.0216662,436.0,5,21,34
다사579509,37.55694073,127.0239075,224.0,7,21,34
다사611514,37.56158792,127.0601106,98.0,3,5,7
다사606502,37.55075072,127.0545137,0.0,2,3,5
다사581506,37.55424586,127.026189,440.0,9,32,50
다사595520,37.566927,127.0419616,13.0,3,9,16
다사571491,37.54067998,127.0149553,154.0,3,8,31
다사606515,37.56246802,127.054444,308.0,0,2,9
다사571501,37.54969325,127.0148969,167.0,2,17,20
다사616503,37.55169422,127.0658293,10.0,0,5,10
다사618511,37.55891319,127.0680519,0.0,0,3,4
다사619507,37.55531199,127.0692049,59.0,0,2,6
다사569490,37.53976933,127.0126973,345.0,4,15,20
다사608488,37.53814058,127.0568526,159.0,3,16,23
다사582515,37.56236234,127.0272699,183.0,0,8,17
다사613490,37.53996435,127.0625015,43.0,2,4,13
다사601490,37.53991325,127.0489185,193.0,4,12,19
다사609498,37.54715815,127.0579313,85.0,0,1,8
다사604520,37.5669661,127.0521525,76.0,3,8,12
다사610487,37.53724772,127.0591217,308.0,7,12,20
다사574501,37.54970716,127.0182931,430.0,7,24,32
다사598512,37.5597295,127.0454024,50.0,5,13,24
다사605502,37.55074644,127.0533817,0.0,1,4,5
다사598490,37.53990023,127.0455228,363.0,2,8,15
다사581522,37.56866708,127.0260976,303.0,2,11,18
다사600497,37.54621824,127.0477485,67.0,2,8,14
다사604497,37.5462355,127.0522765,0.0,1,9,10
다사594517,37.56421862,127.0408458,425.0,2,12,16
다사567493,37.54246395,127.0104158,325.0,4,19,24
다사570493,37.54247798,127.0138117,909.0,5,30,37
다사586506,37.55426844,127.0318496,409.0,4,25,35
다사598491,37.54080156,127.0455173,686.0,3,13,18
다사581516,37.56325913,127.0261319,7.0,0,11,18
다사597523,37.56963974,127.0442097,258.0,3,12,17
다사604516,37.56336078,127.0521741,316.0,0,0,7
다사573495,37.54429457,127.0171959,65.0,3,17,23
다사596509,37.55701677,127.0431544,65.0,4,12,24
다사604489,37.53902484,127.0523197,101.0,4,18,21
다사605493,37.54263445,127.0534301,94.0,2,8,21
다사604495,37.54443283,127.0522873,8.0,0,9,15
다사595513,37.5606177,127.0420002,68.0,6,16,23
다사596523,37.56963537,127.0430774,722.0,1,9,15
다사588519,37.56599465,127.0340409,160.0,2,6,14
다사595511,37.55881504,127.0420112,8.0,5,20,29
다사589517,37.56419646,127.0351844,790.0,3,9,21
다사576506,37.55422301,127.0205283,98.0,7,20,32
다사596519,37.56603006,127.0430994,30.0,4,9,15
다사603517,37.56425781,127.0510364,285.0,0,0,7
다사599499,37.54801656,127.0466056,61.0,2,7,13
다사608492,37.54174591,127.0568313,0.0,0,9,19
다사586508,37.55607109,127.0318383,155.0,0,27,39
다사607492,37.54174166,127.0556993,186.0,0,9,19
다사577498,37.54701698,127.0217065,584.0,6,18,29
다사603489,37.53902054,127.0511878,76.0,3,11,22
다사614514,37.56160052,127.0635073,146.0,1,6,10
다사600496,37.54531691,127.0477539,471.0,0,11,18
다사579523,37.56955929,127.0238272,364.0,2,9,13
다사585504,37.55246129,127.0307288,421.0,8,22,39
다사604512,37.55975546,127.0521957,0.0,0,3,7
다사582522,37.56867162,127.02723,434.0,2,14,20
다사597489,37.53899453,127.0443963,432.0,0,5,11
다사583502,37.55064961,127.0284759,319.0,2,26,38
다사580522,37.56866253,127.0249653,77.0,4,11,15
다사613497,37.54627369,127.0624647,0.0,1,4,12
다사602493,37.54262156,127.0500342,67.0,4,9,18
다사600517,37.56424484,127.0476395,200.0,0,0,4
다사578511,37.55873881,127.0227638,431.0,3,8,20
다사617511,37.55890904,127.0669197,325.0,0,4,4
다사607491,37.54084033,127.0557047,0.0,4,12,17
다사591505,37.55338942,127.0375159,381.0,3,10,23
다사576504,37.55242035,127.0205399,106.0,3,16,25
다사586512,37.5596764,127.0318158,304.0,0,10,19
다사601499,37.54802523,127.0488696,361.0,1,6,9
다사599496,37.54531257,127.0466219,201.0,0,9,18
다사603494,37.5435272,127.0511607,105.0,0,7,19
다사604493,37.54263017,127.0522981,56.0,0,8,20
다사588522,37.56869863,127.0340241,186.0,0,3,11
다사601498,37.5471239,127.0488751,7.0,2,6,10
다사590507,37.55518763,127.0363726,835.0,2,19,37
다사609488,37.53814482,127.0579845,100.0,2,16,21
다사600499,37.5480209,127.0477376,356.0,1,4,10
다사597518,37.56513311,127.0442372,251.0,0,8,12
다사607496,37.54534699,127.0556779,153.0,3,7,7
다사570491,37.54067532,127.0138234,431.0,5,19,34
다사604487,37.53722217,127.0523304,216.0,2,8,19
다사611486,37.53635061,127.0602589,57.0,6,12,14
다사577507,37.55512892,127.0216547,92.0,6,24,43
다사603488,37.53811921,127.0511932,141.0,3,10,18
다사575509,37.55692238,127.0193788,50.0,6,14,21
다사590518,37.56510224,127.0363111,237.0,1,11,17
다사596498,37.54710214,127.043215,121.0,1,6,10
다사597501,37.54981051,127.0443305,19.0,2,5,7
다사610488,37.53814905,127.0591164,65.0,2,12,22
다사580506,37.55424131,127.0250568,236.0,11,34,46
다사570498,37.54698461,127.0137824,164.0,2,10,26
다사580499,37.54793201,127.0250969,129.0,7,18,27
다사578509,37.55693616,127.0227753,39.0,0,21,38
다사567490,37.53975997,127.0104335,78.0,4,11,19
다사583515,37.56236687,127.0284021,264.0,0,5,11
다사618502,37.55080119,127.0680987,183.0,3,10,16
다사599494,37.5435099,127.0466329,0.0,1,11,23
다사597491,37.5407972,127.0443854,343.0,2,11,16
다사608498,37.54715391,127.0567993,677.0,0,2,10
다사605496,37.54533845,127.0534139,29.0,4,6,13
다사618505,37.55350519,127.0680831,146.0,0,5,10
다사593518,37.56511553,127.039708,297.0,3,11,19
다사586505,37.55336711,127.0318553,264.0,10,24,40
다사570494,37.54337931,127.0138058,158.0,11,25,36
다사580502,37.550636,127.0250797,315.0,2,17,32
다사609506,37.55436881,127.0578887,71.0,0,0,0
다사591513,37.56060005,127.0374713,267.0,8,11,25
다사591506,37.55429075,127.0375103,322.0,4,13,26
다사603500,37.54893519,127.0511283,377.0,0,3,9
다사576498,37.54701239,127.0205745,109.0,5,17,27
다사589508,37.55608451,127.0352348,266.0,9,20,38
다사579521,37.56775664,127.0238387,253.0,4,10,20
다사575495,37.5443038,127.0194599,257.0,0,7,16
다사613494,37.54356969,127.0624805,272.0,2,9,12
다사599492,37.54170724,127.0466438,264.0,2,15,21
다사572497,37.54609259,127.0160523,220.0,3,22,30
다사572498,37.54699392,127.0160464,252.0,1,19,33
다사609500,37.54896082,127.0579206,113.0,1,2,4
다사613499,37.54807635,127.0624541,77.0,1,4,8
다사587516,37.5632862,127.0329255,582.0,3,7,13
다사587507,37.55517425,127.0329761,434.0,13,20,42
다사600487,37.53720492,127.0478029,256.0,0,4,6
다사614494,37.54357388,127.0636124,17.0,4,8,13
다사613500,37.54897769,127.0624489,7.0,1,4,6
다사596495,37.54439815,127.0432315,256.0,4,12,14
다사610497,37.54626105,127.0590686,0.0,0,1,8
다사598514,37.56153216,127.0453914,56.0,4,12,20
다사599502,37.55072055,127.0465892,188.0,2,4,8
다사603486,37.53631654,127.051204,408.0,0,4,9
다사612493,37.54266415,127.0613538,0.0,3,7,12
다사574506,37.55421379,127.0182641,418.0,3,17,24
다사601489,37.53901191,127.048924,339.0,2,9,19
다사606487,37.53723073,127.0545942,147.0,2,14,20
다사577508,37.55603025,127.0216489,229.0,4,23,42
다사586502,37.55066312,127.0318722,212.0,9,19,28
다사575501,37.54971177,127.0194251,68.0,6,21,36
다사602499,37.54802955,127.0500017,393.0,0,6,9
다사612513,37.5606908,127.0612481,12.0,1,3,5
다사587517,37.56418752,127.0329199,368.0,1,8,14
다사613513,37.560695,127.0623803,56.0,0,4,6
다사575493,37.54250115,127.0194714,295.0,0,3,9
다사576508,37.55602566,127.0205168,27.0,5,19,31
다사612498,37.54717082,127.0613274,0.0,1,3,4
다사605515,37.56246374,127.0533117,300.0,0,0,7
다사586509,37.55697242,127.0318327,363.0,1,24,29
다사581501,37.54973922,127.0262175,54.0,2,20,33
다사571500,37.54879192,127.0149027,258.0,2,18,21
다사619503,37.55170666,127.0692256,118.0,5,8,14
다사580501,37.54973467,127.0250854,249.0,2,21,34
다사577496,37.54521432,127.0217181,272.0,0,9,22
다사597522,37.56873842,127.0442152,263.0,4,8,19
다사616498,37.54718756,127.0658555,0.0,5,13,16
다사586504,37.55246578,127.0318609,416.0,6,28,42
다사575503,37.55151442,127.0194136,248.0,5,10,30
다사577503,37.55152362,127.0216777,196.0,0,13,35
다사596516,37.56332607,127.0431159,165.0,1,8,19
다사602502,37.55073355,127.0499854,100.0,2,2,4
다사592522,37.56871642,127.0385535,99.0,0,5,8
다사585510,37.55786925,127.0306949,96.0,2,11,23
다사578507,37.55513351,127.0227868,488.0,4,31,44
다사584519,37.56597669,127.0295117,417.0,4,13,16
다사593511,37.55880624,127.0397468,367.0,7,17,29
다사580521,37.5677612,127.024971,260.0,3,11,23
다사585516,37.56327722,127.030661,58.0,0,8,10
다사586523,37.569591,127.0317537,325.0,1,6,11
다사570496,37.54518196,127.0137941,926.0,2,21,26
다사598498,37.54711088,127.045479,104.0,4,7,10
다사598488,37.53809756,127.0455337,353.0,1,2,10
다사596512,37.55972076,127.0431379,39.0,8,17,28
다사604519,37.56606477,127.0521579,175.0,2,9,11
다사590505,37.55338498,127.0363837,302.0,2,20,28
다사582521,37.56777029,127.0272357,170.0,4,12,22
다사575508,37.55602106,127.0193846,492.0,6,18,24
다사605492,37.54173312,127.0534354,8.0,2,10,21
다사595524,37.57053231,127.0419395,198.0,1,5,12
다사580518,37.56505723,127.0249882,269.0,4,10,21
다사611499,37.54806794,127.06019,0.0,0,1,4
다사572489,37.53888196,127.0160989,101.0,0,4,10
다사600512,37.5597382,127.0476668,255.0,2,13,23
다사591525,37.57141597,127.0374044,97.0,3,5,9
다사586514,37.56147906,127.0318045,236.0,0,4,9
다사608493,37.54264725,127.0568259,0.0,2,6,14
다사580505,37.55333998,127.0250626,229.0,7,34,42
다사597497,37.54620518,127.0443525,100.0,4,7,12
다사586521,37.56778834,127.031765,503.0,1,7,15
다사606501,37.54984939,127.0545191,92.0,2,3,5
다사606486,37.5363294,127.0545996,238.0,3,10,16
다사586513,37.56057773,127.0318101,335.0,0,7,17
다사594523,37.56962658,127.0408126,20.0,0,3,7
다사574508,37.55601644,127.0182525,706.0,5,16,20
다사573498,37.54699855,127.0171785,454.0,3,22,33
다사588520,37.56689598,127.0340353,227.0,2,5,12
다사586511,37.55877508,127.0318214,189.0,3,11,18
다사575497,37.54610646,127.0194483,491.0,6,14,28
다사592511,37.55880182,127.0386146,196.0,6,13,26
다사593508,37.55610225,127.0397635,333.0,2,13,21
다사589519,37.56599912,127.0351732,71.0,3,6,14
다사586503,37.55156445,127.0318665,334.0,4,26,36
다사615497,37.54628205,127.0647287,8.0,2,11,14
다사607499,37.54805099,127.0556619,287.0,0,3,7
다사585500,37.54885597,127.0307514,80.0,6,12,17
다사584507,37.55516077,127.0295797,205.0,0,20,40
다사580509,37.55694529,127.0250397,289.0,5,21,32
다사620509,37.55711878,127.0703267,60.0,0,4,4
다사574499,37.5479045,127.0183047,197.0,6,25,38
다사588524,37.57050128,127.0340128,81.0,1,2,8
다사597519,37.56603443,127.0442317,117.0,4,10,14
다사574504,37.55241114,127.0182757,30.0,3,13,25
다사597508,37.55611982,127.0442921,0.0,3,8,13
다사596513,37.56062209,127.0431324,224.0,7,17,21
다사594516,37.56331729,127.0408514,315.0,2,12,22
다사578504,37.55242952,127.0228041,438.0,5,18,38
다사582504,37.55244774,127.0273325,405.0,8,24,42
다사587513,37.56058222,127.0329424,210.0,0,11,22
다사582510,37.5578557,127.0272983,497.0,0,17,28
다사582498,37.54703977,127.0273666,201.0,6,14,18
다사572495,37.54428993,127.0160639,72.0,8,14,28
다사596515,37.56242474,127.0431214,201.0,2,11,21
다사578500,37.54882421,127.0228271,202.0,4,18,30
다사609491,37.54084882,127.0579685,107.0,0,5,15
다사579500,37.54882878,127.0239591,273.0,5,18,32
다사580519,37.56595855,127.0249825,154.0,3,14,19
다사587508,37.55607558,127.0329705,317.0,6,29,34
다사594497,37.54619203,127.0409564,0.0,0,0,6
다사616501,37.54989156,127.0658398,339.0,2,8,16
다사599516,37.56333917,127.0465127,190.0,0,7,8
다사597514,37.56152779,127.0442592,19.0,4,16,20
다사611488,37.53815327,127.0602483,0.0,3,16,16
다사575510,37.55782371,127.019373,49.0,4,12,19
다사605485,37.53542379,127.0534731,212.0,0,4,8
다사608484,37.53453524,127.0568739,122.0,0,5,9
다사588513,37.56058669,127.0340746,201.0,1,16,24
다사575506,37.5542184,127.0193962,123.0,6,22,28
다사583518,37.56507085,127.0283851,406.0,3,11,17
다사570500,37.54878727,127.0137707,422.0,2,17,22
다사568494,37.54336996,127.0115419,505.0,10,23,30
다사600491,37.54081025,127.0477812,0.0,3,11,19
다사579513,37.56054604,127.0238846,182.0,4,12,14
다사571496,37.54518662,127.0149261,210.0,4,16,30
다사595512,37.55971637,127.0420057,61.0,7,18,29
다사581521,37.56776575,127.0261033,74.0,4,12,21
다사618510,37.55801185,127.0680571,9.0,0,0,5
다사608500,37.54895658,127.0567886,169.0,2,3,3
다사606517,37.56427068,127.0544333,208.0,2,10,14
다사607500,37.54895232,127.0556565,197.0,2,3,3
다사605501,37.54984511,127.053387,284.0,1,4,5
다사604517,37.56426211,127.0521687,224.0,0,4,8
다사604488,37.5381235,127.0523251,93.0,3,14,22
다사599517,37.5642405,127.0465073,101.0,0,0,14
다사608491,37.54084458,127.0568366,85.0,0,10,18
다사604518,37.56516344,127.0521633,292.0,0,8,11
다사581511,37.55875249,127.0261604,375.0,1,12,25
다사605518,37.56516773,127.0532956,245.0,2,10,12
다사602513,37.56064818,127.0499258,289.0,4,7,9
다사601516,37.56334785,127.0487773,157.0,0,2,7
다사593523,37.56962217,127.0396803,32.0,0,2,6
다사608495,37.54444991,127.0568153,0.0,3,8,9
다사579512,37.55964471,127.0238903,177.0,4,14,16
다사586515,37.56238039,127.0317989,245.0,3,4,10
다사582507,37.55515172,127.0273154,580.0,6,24,41
다사590511,37.55879295,127.0363502,197.0,2,21,28
다사595497,37.54619643,127.0420884,60.0,0,6,8
다사589521,37.56780177,127.035162,277.0,0,5,7
다사569497,37.54607862,127.0126563,115.0,2,8,28
다사573501,37.54970253,127.017161,244.0,8,21,29
다사571493,37.54248263,127.0149436,248.0,6,23,36
다사583521,37.56777482,127.028368,151.0,5,12,21
다사609489,37.53904616,127.0579792,38.0,2,12,21
다사585505,37.55336261,127.0307231,215.0,10,18,42
다사582508,37.55605305,127.0273097,628.0,2,20,32
다사581502,37.55064055,127.0262118,91.0,6,20,32
다사578498,37.54702156,127.0228386,288.0,4,19,32
다사581507,37.55514718,127.0261833,432.0,14,23,43
다사582500,37.54884243,127.0273553,555.0,8,18,28
다사609493,37.54265149,127.0579579,0.0,0,5,13
다사612490,37.53996015,127.0613696,40.0,2,4,12
다사587506,37.55427292,127.0329818,301.0,9,26,37
다사579508,37.5560394,127.0239132,274.0,8,25,43
다사602496,37.54532556,127.0500179,0.0,4,7,11
다사601501,37.5498279,127.0488588,358.0,0,3,9
다사607488,37.53813633,127.0557207,174.0,6,16,24
다사582499,37.5479411,127.0273609,83.0,6,14,25
다사612494,37.54356549,127.0613485,0.0,3,6,12
다사582509,37.55695438,127.027304,538.0,4,20,33
다사577502,37.55062229,127.0216835,364.0,0,15,31
다사591517,37.56420536,127.037449,164.0,4,11,21
다사584510,37.55786475,127.0295627,238.0,5,6,16
다사608501,37.54985791,127.0567832,71.0,2,3,3
다사617513,37.5607117,127.0669093,27.0,4,6,7
다사585514,37.56147456,127.0306723,263.0,0,3,10
다사589513,37.56059115,127.0352068,0.0,4,15,25
다사599520,37.56694448,127.0464909,60.0,1,5,13
다사583514,37.56146554,127.0284078,583.0,0,4,10
다사592507,37.5551965,127.0386369,586.0,4,11,19
다사587515,37.56238487,127.0329311,245.0,3,6,15
다사607489,37.53903766,127.0557154,0.0,6,13,23
다사579520,37.56685532,127.0238444,925.0,4,13,18
다사573491,37.54068925,127.0172192,313.0,3,6,11
다사612499,37.54807215,127.0613221,151.0,1,3,4
다사601495,37.54441991,127.0488914,8.0,2,9,15
다사574496,37.54520052,127.0183221,363.0,3,9,28
다사578496,37.5452189,127.02285,357.0,2,8,21
다사596520,37.56693138,127.0430939,30.0,4,11,14
다사569498,37.54697995,127.0126504,612.0,2,7,21
다사585519,37.5659812,127.030644,158.0,4,12,17
다사607510,37.55796563,127.055603,129.0,0,0,0
다사585508,37.5560666,127.0307062,609.0,0,13,42
다사598500,37.54891354,127.0454681,121.0,2,6,8
다사576502,37.5506177,127.0205514,329.0,4,14,31
다사590523,37.56960888,127.0362832,186.0,1,5,8
다사599491,37.54080591,127.0466492,156.0,4,12,22
다사610499,37.54806372,127.059058,0.0,0,2,4
다사589518,37.56509779,127.0351788,132.0,1,9,15
다사589524,37.57050575,127.0351452,201.0,1,4,4
다사604486,37.53632084,127.0523358,186.0,0,4,11
다사600488,37.53810625,127.0477975,332.0,0,5,12
다사579507,37.55513808,127.023919,369.0,11,32,45
다사599498,37.54711523,127.046611,52.0,2,8,12
다사614498,37.54717921,127.0635914,0.0,2,9,12
다사574505,37.55331246,127.0182699,195.0,2,11,26
다사588521,37.56779731,127.0340297,72.0,0,6,10
다사604491,37.5408275,127.0523089,288.0,2,13,24
다사598516,37.56333481,127.0453805,98.0,0,4,17
다사581500,37.54883789,127.0262232,88.0,11,17,27
다사574500,37.54880583,127.0182989,224.0,9,26,36
다사576501,37.54971637,127.0205572,411.0,3,16,31
다사579504,37.55243409,127.0239362,174.0,6,19,43
다사604498,37.54713683,127.0522712,0.0,0,6,10
다사573493,37.54249191,127.0172075,109.0,3,11,18
다사592508,37.55609783,127.0386313,527.0,2,12,22
다사594525,37.57142923,127.0408016,0.0,0,5,11
다사585515,37.56237589,127.0306666,244.0,0,6,9
다사580500,37.54883334,127.0250912,244.0,6,20,29
다사605489,37.53902912,127.0534516,216.0,2,18,23
다사595498,37.54709776,127.0420829,115.0,0,3,8
다사611513,37.56068659,127.0601159,0.0,0,3,5
다사606518,37.56517201,127.0544279,43.0,5,10,12
다사578499,37.54792289,127.0228328,78.0,6,17,32
다사567494,37.54336527,127.0104099,156.0,3,17,25
다사590506,37.55428631,127.0363781,998.0,4,22,28
다사619504,37.55260799,127.0692204,371.0,3,7,11
다사607498,37.54714966,127.0556672,237.0,0,6,9
다사585503,37.55155996,127.0307344,374.0,6,23,37
다사587514,37.56148354,127.0329367,244.0,2,4,17
다사607495,37.54444566,127.0556833,0.0,5,7,10
다사579503,37.55153277,127.0239419,274.0,2,14,30
다사618503,37.55170253,127.0680935,268.0,5,9,11
다사607504,37.55255765,127.0556351,0.0,0,1,3
다사584501,37.5497528,127.0296137,185.0,7,15,35
다사602497,37.54622689,127.0500125,58.0,5,6,9
다사610485,37.53544505,127.0591323,174.0,4,10,16
다사583507,37.55515625,127.0284476,650.0,0,21,42
다사584522,37.56868067,127.0294947,561.0,4,10,15
다사581498,37.54703523,127.0262346,360.0,6,16,19
다사616499,37.54808889,127.0658503,7.0,5,13,16
다사583519,37.56597217,127.0283794,528.0,5,13,19
다사573500,37.5488012,127.0171668,243.0,10,23,32
다사583511,37.55876156,127.0284248,582.0,0,8,13
다사576497,37.54611106,127.0205803,556.0,4,17,24
다사593514,37.56151022,127.0397302,463.0,0,15,25
다사619513,37.56071999,127.0691737,0.0,0,4,5
다사573508,37.55601182,127.0171203,,3,12,17
다사604521,37.56786742,127.0521471,,4,7,13
다사584496,37.54524615,127.029642,,0,0,6
다사597504,37.5525145,127.0443141,,0,4,5
다사591508,37.5560934,127.0374991,,0,17,31
다사587492,37.54165431,127.0330605,,0,0,1
다사606519,37.56607334,127.0544225,,7,10,14
다사616508,37.55620088,127.0658032,,0,0,0
다사586497,37.54615648,127.0319004,,0,0,1
다사600505,37.55342889,127.0477049,,0,2,6
다사580491,37.54072138,127.0251426,,0,0,1
다사578492,37.54161359,127.022873,,0,1,2
다사602482,37.5327069,127.0500938,,0,0,0
다사611507,37.5552786,127.0601477,,0,0,0
다사588491,37.54075745,127.034198,,0,0,0
다사607509,37.5570643,127.0556084,,0,0,0
다사613510,37.55799101,127.0623962,,0,0,0
다사606481,37.53182272,127.0546264,,0,0,0
다사597495,37.54440252,127.0443634,,4,11,16
다사600494,37.54351425,127.0477648,,1,10,20
다사573488,37.53798527,127.0172366,,0,0,2
다사590500,37.54887833,127.0364116,,0,0,8
다사618508,37.55620919,127.0680675,,0,1,2
다사589490,37.53986058,127.0353355,,0,0,0
다사610515,37.56248502,127.058973,,2,7,8
다사581525,37.57137105,127.0260805,,2,6,13
다사602521,37.56785881,127.0498824,,1,6,13
다사605503,37.55164777,127.0533763,,0,4,5
다사585489,37.53894135,127.0308135,,0,0,0
다사595522,37.56872965,127.0419505,,0,6,14
다사605507,37.5552531,127.0533548,,0,1,3
다사599521,37.56784581,127.0464854,,2,9,15
다사592487,37.5371699,127.0387479,,0,0,0
다사595521,37.56782832,127.041956,,0,10,15
다사612488,37.53815748,127.0613802,,3,10,17
다사601520,37.56695316,127.0487555,,0,3,12
다사616505,37.55349689,127.0658189,,0,1,6
다사578488,37.53800827,127.022896,,0,0,0
다사599508,37.55612854,127.0465564,,1,9,13
다사585496,37.54525066,127.030774,,0,0,0
다사594493,37.54258671,127.0409785,,0,6,12
다사617506,37.55440238,127.0669458,,0,1,6
다사598509,37.55702551,127.0454188,,3,9,17
다사593504,37.55249693,127.0397856,,0,5,7
다사616509,37.55710222,127.065798,,0,0,0
다사611496,37.54536394,127.0602059,,0,4,9
다사574486,37.53618723,127.0183801,,0,0,0
다사599525,37.57145112,127.0464635,,2,13,19
다사583498,37.5470443,127.0284987,,0,9,20
다사587498,37.54706229,127.0330267,,0,0,11
다사592514,37.5615058,127.038598,,3,14,27
다사590498,37.54707567,127.0364228,,0,2,4
다사609512,37.5597768,127.0578567,,0,1,3
다사566496,37.54516323,127.0092662,,0,3,12
다사603521,37.56786312,127.0510148,,3,6,10
다사581518,37.56506178,127.0261205,,3,12,23
다사613508,37.55618834,127.0624067,,0,0,0
다사594507,37.55520533,127.0409011,,0,8,18
다사580495,37.5443267,127.0251198,,3,6,6
다사586496,37.54525515,127.031906,,0,0,2
다사573504,37.55240651,127.0171436,,1,11,22
다사595494,37.54349243,127.042105,,2,11,14
다사604508,37.55615014,127.0522172,,1,4,8
다사577490,37.53980635,127.0217526,,0,0,0
다사613507,37.55528701,127.062412,,0,0,0
다사578491,37.54071226,127.0228788,,0,0,1
다사576488,37.5379991,127.0206322,,0,0,0
다사606509,37.55706004,127.0544762,,0,0,1
다사583506,37.55425492,127.0284532,,0,24,45
다사602514,37.56154951,127.0499204,,2,7,9
다사567496,37.54516793,127.0103981,,0,6,16
다사581492,37.54162726,127.0262688,,0,0,1
다사595527,37.57323629,127.0419229,,0,6,11
다사592526,37.57232173,127.0385312,,0,8,10
다사580487,37.53711606,127.0251655,,0,0,0
다사590497,37.54617434,127.0364284,,1,4,5
다사597512,37.55972513,127.0442701,,4,19,26
다사611515,37.56248925,127.0601053,,3,6,7
다사575487,37.53709317,127.0195061,,0,0,0
다사574491,37.54069388,127.0183511,,1,4,6
다사588501,37.54977075,127.0341419,,2,12,17
다사589492,37.54166324,127.0353244,,0,3,4
다사573489,37.5388866,127.0172308,,0,2,6
다사609507,37.55527014,127.0578834,,0,0,0
다사574485,37.5352859,127.0183859,,0,0,0
다사585486,37.53623735,127.0308305,,0,1,1
다사606512,37.55976403,127.0544601,,0,0,3
다사575484,37.53438918,127.0195235,,0,0,0
다사594492,37.54168538,127.0409841,,1,7,11
다사612515,37.56249346,127.0612375,,3,4,9
다사590494,37.54347035,127.0364451,,4,5,5
다사600523,37.56965281,127.0476068,,5,11,19
다사581487,37.53712061,127.0262974,,0,0,0
다사606510,37.55796137,127.0544708,,0,0,2
다사595495,37.54439376,127.0420995,,2,10,13
다사584500,37.54885147,127.0296194,,4,15,22
다사583494,37.54343898,127.0285214,,0,0,1
다사593496,37.54528629,127.03983,,0,3,7
다사604507,37.55524881,127.0522226,,0,2,7
다사594527,37.57323189,127.0407905,,3,4,13
다사573484,37.53437995,127.0172598,,0,0,0
다사615512,37.55980204,127.0646501,,0,5,8
다사606477,37.52821739,127.0546478,,0,2,2
다사581496,37.54523258,127.026246,,1,6,16
