GID,위도,경도,생활인구수,반경150m_정류장수,반경300m_정류장수,반경400m_정류장수
다사576493,37.54250575,127.0206034,,0,2,5
다사587487,37.53714766,127.0330886,,0,0,0
다사622512,37.559831,127.0725756,,0,5,6
다사594502,37.55069868,127.0409288,,0,1,4
다사579525,37.57136194,127.0238157,,3,7,13
다사589494,37.5434659,127.0353132,,1,5,5
다사565496,37.54515852,127.0081342,,0,0,5
다사591509,37.55699473,127.0374936,,0,10,32
다사578487,37.53710694,127.0229017,,0,0,0
다사593506,37.55429959,127.0397745,,2,8,14
다사578505,37.55333085,127.0227983,,5,25,43
다사581494,37.54342992,127.0262574,,0,3,6
다사602485,37.5354109,127.0500775,,0,0,4
다사608477,37.5282259,127.0569113,,0,2,2
다사611501,37.54987061,127.0601795,,0,1,2
다사588492,37.54165878,127.0341924,,0,0,4
다사588488,37.53805346,127.0342148,,0,0,0
다사584495,37.54434482,127.0296477,,0,0,0
다사591491,37.5407708,127.0375938,,0,1,2
다사594490,37.53988271,127.0409951,,0,2,5
다사585494,37.543448,127.0307853,,0,0,0
다사603481,37.53180987,127.051231,,0,0,0
다사594488,37.53808005,127.0410062,,0,0,0
다사603522,37.56876445,127.0510093,,2,8,12
다사605504,37.5525491,127.0533709,,0,3,4
다사595493,37.5425911,127.0421105,,5,9,13
다사609504,37.55256615,127.0578993,,0,0,3
다사597487,37.53719187,127.0444073,,0,2,2
다사590488,37.53806237,127.0364786,,0,0,0
다사592497,37.54618321,127.0386924,,0,2,5
다사601482,37.53270258,127.048962,,0,0,0
다사610509,37.55707704,127.0590049,,0,0,0
다사581486,37.53621928,127.0263031,,0,0,0
다사576496,37.54520973,127.0205861,,1,9,22
다사619511,37.55891732,127.0691841,,0,1,6
다사588490,37.53985612,127.0342036,,0,0,0
다사611506,37.55437727,127.060153,,0,0,0
다사575489,37.53889583,127.0194946,,0,0,3
다사613496,37.54537235,127.0624699,,1,6,14
다사591514,37.56150137,127.0374657,,6,13,21
다사612487,37.53725615,127.0613855,,6,12,16
다사583499,37.54794562,127.028493,,6,13,22
다사606504,37.55255338,127.054503,,0,1,4
다사584491,37.5407395,127.0296703,,0,0,0
다사621506,37.5544189,127.0714743,,2,5,13
다사600521,37.56785016,127.0476177,,0,9,15
다사607508,37.55616297,127.0556137,,0,0,0
다사588509,37.55698138,127.0340971,,8,21,31
다사605480,37.53091712,127.0534999,,0,0,0
다사591503,37.55158676,127.037527,,0,7,13
다사620512,37.55982278,127.0703112,,0,0,5
다사580486,37.53621473,127.0251712,,0,0,0
다사576491,37.54070309,127.0206149,,0,1,4
다사599510,37.55793119,127.0465455,,3,11,25
다사593521,37.56781952,127.0396914,,0,3,15
다사593493,37.5425823,127.0398466,,0,7,9
다사587497,37.54616096,127.0330324,,0,0,3
다사598508,37.55612418,127.0454243,,1,9,15
다사608509,37.55706856,127.0567405,,0,0,0
다사594521,37.56782393,127.0408237,,0,6,17
다사594491,37.54078405,127.0409896,,0,5,7
다사581495,37.54433125,127.0262517,,0,5,8
다사610482,37.53274105,127.0591482,,0,0,0
다사576485,37.53529511,127.0206495,,0,0,0
다사605478,37.52911445,127.0535107,,0,0,2
다사579486,37.53621018,127.0240393,,0,0,0
다사615507,37.55529538,127.0646763,,0,0,0
다사609480,37.53093415,127.0580271,,0,0,0
다사613488,37.53816168,127.0625121,,1,9,13
다사600508,37.55613288,127.0476886,,4,10,11
다사591495,37.54437612,127.0375715,,3,5,5
다사589500,37.54887388,127.0352796,,0,4,10
다사580490,37.53982005,127.0251483,,0,0,0
다사603482,37.53271121,127.0512256,,0,0,0
다사592492,37.54167655,127.0387202,,0,2,7
다사601484,37.53450525,127.0489511,,0,0,0
다사607513,37.56066963,127.055587,,0,1,2
다사605484,37.53452245,127.0534784,,0,1,4
다사609505,37.55346748,127.057894,,0,0,0
다사619510,37.55801599,127.0691893,,0,1,4
다사595501,37.54980175,127.0420664,,0,2,4
다사593491,37.54077964,127.0398577,,0,2,8
다사611508,37.55617993,127.0601424,,0,0,0
다사591488,37.5380668,127.0376105,,0,0,0
다사605508,37.55615443,127.0533494,,0,1,4
다사588493,37.54256011,127.0341868,,0,1,5
다사571488,37.53797599,127.0149728,,0,2,9
다사575491,37.54069849,127.019483,,0,3,4
다사570489,37.53887267,127.0138351,,0,8,16
다사620511,37.55892145,127.0703163,,0,2,5
다사596493,37.54259549,127.0432424,,8,11,14
다사577489,37.53890502,127.0217584,,0,0,0
다사584524,37.57048332,127.0294833,,2,8,13
다사617514,37.56161303,127.0669041,,4,7,7
다사612510,37.55798681,127.061264,,0,0,0
다사581491,37.54072593,127.0262745,,0,0,0
다사585495,37.54434933,127.0307797,,0,0,0
다사566497,37.54606456,127.0092602,,0,0,8
다사611493,37.54265994,127.0602218,,2,5,11
다사594506,37.554304,127.0409067,,1,6,11
다사573487,37.53708394,127.0172424,,0,0,0
다사590499,37.547977,127.0364172,,0,1,2
다사579518,37.56505267,127.0238559,,5,11,19
다사614502,37.55078454,127.0635704,,0,2,7
다사593500,37.54889162,127.0398078,,0,0,0
다사610483,37.53364238,127.0591429,,0,0,9
다사602504,37.55253621,127.0499746,,0,2,5
다사582492,37.54163179,127.0274008,,0,0,0
다사605483,37.53362112,127.0534838,,0,0,1
다사608508,37.55616723,127.0567459,,0,0,0
다사615506,37.55439405,127.0646815,,0,0,0
다사600524,37.57055414,127.0476014,,5,12,20
다사583505,37.55335359,127.0284589,,6,22,40
다사577491,37.54070768,127.0217468,,0,0,2
다사597503,37.55161317,127.0443195,,1,5,5
다사592499,37.54798587,127.0386813,,0,0,1
다사577488,37.53800369,127.0217641,,0,0,0
다사590526,37.57231285,127.0362664,,1,5,11
다사592495,37.54438055,127.0387035,,2,5,7
다사602507,37.5552402,127.0499583,,2,7,8
다사614503,37.55168587,127.0635652,,0,0,4
다사586524,37.57049232,127.0317481,,1,6,10
다사596504,37.55251012,127.0431819,,1,3,5
다사603480,37.53090854,127.0512364,,0,0,0
다사602484,37.53450957,127.0500829,,0,0,0
다사615508,37.55619671,127.064671,,0,0,0
다사591499,37.54798144,127.0375493,,0,1,2
다사607479,37.53002432,127.0557688,,0,0,1
다사590487,37.53716103,127.0364842,,0,0,0
다사606508,37.55615871,127.0544816,,0,0,1
다사585523,37.5695865,127.0306214,,3,6,14
다사600520,37.56694883,127.0476232,,0,6,10
다사613503,37.55168168,127.0624331,,0,0,0
다사590515,37.56239826,127.0363279,,5,16,19
다사613511,37.55889234,127.0623909,,0,0,3
다사568499,37.5478766,127.0115125,,0,5,8
다사606479,37.53002006,127.0546371,,0,0,1
다사609502,37.55076348,127.05791,,0,3,3
다사573490,37.53978793,127.017225,,0,5,7
다사588486,37.5362508,127.0342261,,0,0,1
다사594494,37.54348804,127.040973,,1,5,14
다사605511,37.55885842,127.0533333,,0,2,5
다사600519,37.5660475,127.0476286,,0,3,7
다사610490,37.53995172,127.0591058,,0,4,19
다사594505,37.55340267,127.0409122,,0,6,9
다사605506,37.55435177,127.0533602,,0,0,2
다사596507,37.55521411,127.0431654,,1,5,12
다사589499,37.54797255,127.0352852,,0,1,6
다사610505,37.55347171,127.0590261,,0,0,0
다사603497,37.5462312,127.0511445,,3,6,11
다사587494,37.54345697,127.0330492,,0,1,5
다사603509,37.55704717,127.0510797,,2,9,10
다사607483,37.53362966,127.0557475,,0,1,4
다사605512,37.55975975,127.0533279,,0,2,3
다사595496,37.5452951,127.042094,,0,6,12
다사594500,37.54889602,127.0409398,,0,0,2
다사590496,37.54527301,127.036434,,3,5,5
다사597484,37.53448787,127.0444238,,0,0,0
다사607482,37.53272832,127.0557528,,0,0,1
다사575488,37.5379945,127.0195003,,0,0,0
다사608478,37.52912723,127.0569059,,0,0,2
다사605479,37.53001578,127.0535053,,0,0,0
다사594489,37.53898138,127.0410006,,0,0,5
다사598525,37.57144677,127.0453311,,4,12,18
