GID,위도,경도,생활인구수,반경150m_정류장수,반경300m_정류장수,반경400m_정류장수
다사540446,37.49997095,126.9801473,,0,0,1
다사512466,37.51785377,126.9483383,,0,0,0
다사538420,37.47652636,126.9780478,,2,2,11
다사519464,37.51608785,126.9562724,,0,6,7
다사537450,37.50356128,126.9767283,,2,3,7
다사525438,37.49268443,126.9632294,,1,1,9
다사524427,37.48276467,126.9621693,,0,1,5
다사535443,37.49724193,126.9745098,,0,0,0
다사530444,37.49811796,126.9688471,,0,0,0
다사541449,37.50267991,126.9812599,,0,1,5
다사495454,37.50694651,126.9291841,,3,8,15
다사534445,37.49903955,126.9733658,,0,0,0
다사538447,37.5008623,126.9778784,,0,2,2
다사525457,37.50980964,126.9631068,,1,10,18
다사526441,37.49539355,126.9643413,,0,2,5
다사542432,37.48736225,126.982497,,5,10,20
다사542427,37.48285559,126.9825281,,3,7,17
다사504438,37.49257411,126.9394745,,0,4,20
다사534453,37.50625018,126.9733152,,3,4,4
다사531456,37.50893897,126.9699019,,0,0,5
다사496451,37.50424801,126.9303361,,0,0,9
다사502464,37.51599773,126.9370362,,0,0,10
다사521461,37.51339428,126.958555,,1,7,10
다사490448,37.50151112,126.9235687,,0,12,19
다사528456,37.50892369,126.9665076,,0,6,10
다사522444,37.49807692,126.9597969,,2,7,13
다사499464,37.51598151,126.9336416,,0,1,7
다사535450,37.50355123,126.9744655,,0,4,6
다사525443,37.49719107,126.9631972,,0,1,10
다사531446,37.4999257,126.9699656,,0,0,0
다사527430,37.48548405,126.9655432,,2,13,19
다사517464,37.51607741,126.9540093,,0,2,5
다사528457,37.50982502,126.9665012,,0,5,7
다사524459,37.51160714,126.9619624,,4,5,9
다사525459,37.51161229,126.9630939,,0,5,8
다사524452,37.50529786,126.9620077,,3,9,23
다사535449,37.5026499,126.9744719,,0,2,4
다사486444,37.49788367,126.9190714,,4,16,21
다사521462,37.5142956,126.9585485,,1,5,11
다사525432,37.48727646,126.9632681,,3,13,17
다사531448,37.50172836,126.9699529,,0,0,0
다사523436,37.49087147,126.96098,,0,4,13
다사517456,37.50886682,126.9540618,,2,9,20
다사534442,37.49633556,126.9733848,,0,0,0
다사543447,37.50088716,126.983535,,0,0,1
다사526423,37.47916962,126.9644571,,2,5,13
다사540450,37.50357626,126.9801223,,1,4,6
다사542447,37.50088221,126.9824037,,0,0,1
다사541445,37.49907459,126.9812849,,0,1,5
다사486438,37.49247574,126.9191133,,0,4,10
다사526429,37.4845776,126.9644185,,0,7,16
다사541447,37.50087725,126.9812724,,0,0,0
다사533437,37.49182387,126.9722853,,2,8,11
다사529457,37.50983012,126.9676326,,0,0,7
다사523445,37.49898342,126.9609217,,3,8,10
다사489439,37.4933937,126.9224999,,0,4,9
다사532443,37.49722679,126.971116,,0,0,0
다사516461,37.51336821,126.9528975,,5,16,22
다사509454,37.507022,126.9450237,,0,19,29
다사527429,37.48458272,126.9655496,,1,9,18
다사513466,37.51785905,126.9494699,,0,0,0
다사491436,37.49070077,126.924783,,8,18,19
다사520461,37.51338909,126.9574235,,3,6,12
다사508465,37.51693122,126.9438188,,0,1,5
다사520463,37.51519173,126.9574104,,1,7,7
다사529449,37.50261951,126.9676838,,0,2,4
다사522460,37.51249814,126.959693,,1,7,7
다사514439,37.49352856,126.9507798,,0,4,14
다사528443,37.49720644,126.9665909,,0,0,0
다사494457,37.509645,126.9280321,,2,8,20
다사540445,37.49906962,126.9801536,,0,0,4
다사535440,37.49453794,126.9745287,,0,0,1
다사525442,37.49628974,126.9632036,,0,2,6
다사527443,37.49720133,126.9654597,,0,0,0
다사528448,37.50171308,126.9665589,,0,3,4
다사518461,37.51337867,126.9551605,,5,12,17
