GID,gid위도,gid경도,생활인구수,동 이름,gid 버스정류장명,gid버스정류장위도,gid버스정류장경도,NODE_ID
다사500438,37.49255255,126.9349498,,상도동,재넘이고개,37.492825,126.935368,120000413
다사542437,37.49186891,126.9824659,,사당동,경문고교.배나무골앞,37.491595,126.982587,119000287
다사491438,37.49250342,126.9247692,,신대방동,서울특별시.보라매병원,37.492755,126.924482,119000123
다사491438,37.49250342,126.9247692,,신대방동,전문건설회관.보라매병원,37.492359,126.924958,119900272
다사542433,37.48826358,126.9824908,,사당동,총신대입구역.남성시장입구앞,37.488217,126.982224,119000286
다사527455,37.50801725,126.9653826,,흑석동,흑석동,37.507676,126.965448,119000279
다사518462,37.51427999,126.9551539,,본동,한강대교남단(가상),37.514216,126.955451,119000300
다사523447,37.50078607,126.9609087,,흑석동,유앤미아파트,37.500707,126.960459,119900061
다사526432,37.48728159,126.9643992,,사당동,신남성초교입구,37.487709,126.964541,119900275
다사479441,37.4951405,126.9111738,,신대방동,신대방현대아파트,37.495282,126.911479,119000003
다사479441,37.4951405,126.9111738,,신대방동,신대방현대아파트,37.495228,126.911543,119900327
다사542431,37.48646092,126.9825032,,사당동,이수역,37.486574,126.982089,119900184
다사498458,37.51056815,126.932551,,대방동,현대2차아파트후문,37.510707,126.932045,119900313
다사522441,37.49537294,126.9598164,,상도동,숭실대별관앞,37.494983,126.959895,119000079
다사537450,37.50356128,126.9767283,,동작동,동작역.국립현충원,37.503189,126.976653,119000041
다사525438,37.49268443,126.9632294,,사당동,사당롯데캐슬골든포레.사당해그린,37.492436,126.963072,119000319
다사542432,37.48736225,126.982497,,사당동,총신대역,37.487354,126.982049,119900196
다사522444,37.49807692,126.9597969,,상도동,테니스장앞,37.498112,126.959367,119900140
다사491436,37.49070077,126.924783,,신대방동,해태타워앞,37.491094,126.924661,119900191
