GID,위도,경도,생활인구수,지하철역까지거리_m_,격자_내_정류장수,법정동명,법정동_주민등록인구수,반경150m_정류장수,반경300m_정류장수,반경400m_정류장수,노선_수_,인가대수_대__합계_,배차간격_분__평균_,최소배차_분__평균_,최대배차_분__평균_,총승차인원
다사531421,37.47739246,126.9701248,394,592.78,0,사당동,95821,0,1,4,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,11339.227589046364
다사520444,37.49806656,126.9575344,245,397.41,0,상도동,114034,0,3,14,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,15779.4749994883
다사538424,37.48013169,126.9780227,488,511.12,0,사당동,95821,0,0,6,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,11298.714154262161
다사521444,37.49807175,126.9586656,512,486.35,0,상도동,114034,2,4,12,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,14541.980679916694
다사532453,37.50624006,126.9710524,294,737.37,0,흑석동,30047,2,6,6,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,11823.78016858699
다사503446,37.49977933,126.9382893,307,567.0,0,상도동,114034,0,6,13,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,14307.254269439243
다사502459,37.51149113,126.9370701,284,731.41,0,노량진동,30270,0,9,11,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,13901.51584299671
다사501440,37.4943606,126.9360674,298,878.74,0,상도동,114034,5,22,27,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,9955.639353470671
다사524437,37.49177796,126.9621047,534,897.03,0,사당동,95821,1,4,11,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,13335.822603128157
다사537422,37.47832403,126.9769043,420,462.06,0,사당동,95821,0,2,3,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,12729.521531487166
다사521448,37.50167705,126.9586396,624,746.27,0,흑석동,30047,0,9,10,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,11882.330641947243
다사491443,37.49701003,126.9247346,305,430.16,0,신대방동,45025,2,6,18,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,15328.709974073317
다사530431,37.48640069,126.9689301,354,270.55,0,사당동,95821,5,12,20,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,14890.330443820922
다사479436,37.4906339,126.9112092,404,390.08,0,신대방동,45025,0,2,8,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,12608.561941915352
다사516445,37.49894702,126.9530027,258,304.39,0,상도동,114034,5,10,13,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,18603.93002445957
다사531437,37.49181374,126.9700229,276,798.11,0,사당동,95821,2,5,8,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,11329.707252665698
다사499447,37.50065904,126.9337574,320,499.77,0,상도동,114034,6,11,17,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,17440.692180199534
다사504458,37.51060057,126.9393398,263,601.98,0,노량진동,30270,2,5,13,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,12522.877988796054
다사537436,37.49094266,126.9768163,412,655.99,0,사당동,95821,2,7,9,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,10891.505049554704
다사538434,37.48914501,126.97796,347,451.34,0,사당동,95821,1,6,11,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,14776.992140772141
다사483440,37.49426165,126.9157057,658,258.31,0,신대방동,45025,4,11,17,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,14301.291597930094
다사527449,37.50260929,126.9654211,286,735.77,0,흑석동,30047,2,4,5,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,11823.78016858699
다사482437,37.49155209,126.9145956,269,461.65,0,신대방동,45025,0,2,6,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,12534.388510677718
다사516447,37.50074967,126.9529896,429,499.19,0,상도동,114034,4,10,12,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,15927.26203886377
다사539428,37.48374201,126.9791287,253,389.8,0,사당동,95821,5,13,16,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,19020.875237436892
다사538431,37.48644101,126.9779788,308,341.98,0,사당동,95821,0,16,24,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,7117.878652783364
다사534436,37.49092759,126.9734228,438,723.25,0,사당동,95821,3,11,16,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,12592.068400928303
다사540434,37.48915498,126.9802223,276,307.9,0,사당동,95821,0,7,13,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,12136.385464560484
다사535421,37.47741266,126.9746486,400,623.82,0,사당동,95821,0,4,4,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,11207.67243189028
다사489445,37.49880163,126.9224582,651,241.23,0,대방동,34112,4,14,19,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,15961.350081676495
다사516449,37.50255232,126.9529764,422,444.27,0,상도1동,9802,2,8,17,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,12437.719442131378
다사533424,37.48010657,126.9723677,336,521.42,0,사당동,95821,0,0,1,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,11621.669241203948
다사531422,37.47829379,126.9701184,258,605.67,0,사당동,95821,0,0,1,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,11225.866851906238
다사507450,37.50340605,126.9427877,426,368.47,0,상도동,114034,0,14,29,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,13219.676998104289
다사532434,37.48911482,126.9711732,688,492.27,0,사당동,95821,4,6,16,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,14404.922151692299
다사514442,37.49623254,126.95076,747,254.89,0,상도동,114034,0,6,8,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,12050.034366988395
다사532422,37.47829885,126.9712494,365,703.56,0,사당동,95821,0,1,2,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,11419.102702965864
다사479438,37.49243654,126.9111951,484,575.31,0,신대방동,45025,1,2,10,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,11251.091905816924
다사534429,37.48461828,126.9734671,356,208.3,0,사당동,95821,5,15,21,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,3466.658845305901
다사491447,37.50061531,126.924707,368,325.44,0,대방동,34112,1,10,20,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,11999.63785881581
다사506443,37.49709144,126.9417034,255,839.69,0,상도동,114034,4,19,23,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,9980.872763145506
다사508454,37.50701668,126.9438923,535,492.59,0,노량진동,30270,3,14,32,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,15359.342548182973
다사491448,37.50151664,126.9247001,468,369.26,0,대방동,34112,0,11,18,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,13790.499060248912
다사524447,37.50079123,126.9620401,412,895.58,0,흑석동,30047,3,12,14,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,13932.579273282763
다사492458,37.51053534,126.9257623,356,230.38,0,대방동,34112,2,11,24,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,10026.60591063871
다사492444,37.49791685,126.925859,551,288.75,0,신대방동,45025,1,13,21,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,11428.401060288908
다사514455,37.50794976,126.9506741,366,573.37,0,상도동,114034,5,14,24,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,15166.844968071066
다사524449,37.50259388,126.9620271,486,728.53,0,흑석동,30047,3,11,16,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,13297.79398458567
다사531432,37.48730709,126.9700548,318,305.7,0,사당동,95821,0,12,21,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,13463.77881223504
다사523458,37.51070066,126.9608374,417,296.89,0,흑석동,30047,4,8,12,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,15592.015229207382
다사537433,37.48823867,126.9768352,260,483.14,0,사당동,95821,4,10,15,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,17013.29970233544
다사494448,37.50153312,126.928094,397,202.24,0,대방동,34112,1,9,17,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,7997.433648508209
다사521451,37.50438103,126.9586201,458,672.6,0,흑석동,30047,0,11,14,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,13049.219587540058
다사482440,37.49425605,126.9145745,544,344.25,0,신대방동,45025,4,10,19,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,12883.762390561411
다사508453,37.50611535,126.943899,455,452.55,0,상도동,114034,2,19,32,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,9316.975174999196
다사534437,37.49182892,126.9734165,510,819.74,0,사당동,95821,2,7,12,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,12632.50921560396
다사503459,37.51149652,126.9382016,284,638.83,0,노량진동,30270,0,9,14,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,14064.10843777315
다사533436,37.49092254,126.9722916,443,701.07,0,사당동,95821,2,10,12,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,11954.827417333616
다사514448,37.50164049,126.9507204,416,275.87,0,상도1동,9802,1,7,19,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,13369.394555087456
다사495444,37.4979333,126.9292528,315,218.34,0,신대방동,45025,7,15,26,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,6312.530481032407
다사517444,37.49805092,126.9541406,510,204.03,0,상도동,114034,2,10,12,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,9148.782645230245
다사511447,37.50072334,126.947333,467,236.14,0,상도동,114034,0,9,16,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,10730.940426687319
다사492442,37.49611421,126.9258728,344,393.71,0,신대방동,45025,0,8,16,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,15990.636265783434
다사510441,37.49531009,126.9462417,242,661.93,0,상도동,114034,0,7,21,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,13269.332005913328
다사513442,37.49622728,126.9496287,387,354.69,0,상도동,114034,0,1,7,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,13128.835247923347
다사512442,37.496222,126.9484975,338,454.49,0,상도동,114034,0,0,3,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,14757.047378453375
다사481438,37.4924478,126.9134574,299,539.41,0,신대방동,45025,0,3,11,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,12368.473764460903
다사516450,37.50345364,126.9529699,431,449.01,0,상도1동,9802,3,10,17,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,13184.713200741859
다사537431,37.48643601,126.9768477,309,441.78,0,사당동,95821,0,13,25,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,14646.127445386775
다사517439,37.49354429,126.9541734,393,305.28,0,상도동,114034,0,4,19,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,16918.83146126212
다사506445,37.49889409,126.9416899,339,701.81,0,상도동,114034,2,16,21,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,10562.330305923111
다사505447,37.50069139,126.9405452,394,480.93,0,상도동,114034,5,8,13,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,17882.880532858715
다사539421,37.47743269,126.9791725,328,238.76,0,사당동,95821,1,6,17,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,11903.808275898878
다사491451,37.5042206,126.9246793,310,253.22,0,대방동,34112,3,14,19,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,16527.13706784043
다사533453,37.50624513,126.9721838,318,764.91,0,흑석동,30047,3,4,6,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,12730.689883397281
다사536421,37.47741768,126.9757796,443,525.58,0,사당동,95821,0,3,4,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,11324.3309468419
다사512447,37.50072863,126.9484644,292,233.68,0,상도동,114034,2,9,14,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,10505.82834150317
다사521440,37.49446644,126.9586917,361,487.45,0,상도동,114034,2,7,15,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,16855.501927982852
다사514456,37.50885109,126.9506675,437,482.96,0,본동,10520,5,13,23,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,11208.871689204756
다사521450,37.5034797,126.9586266,405,752.25,0,흑석동,30047,0,5,15,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,12987.89890362146
다사532420,37.47649619,126.9712621,332,695.84,0,사당동,95821,1,2,2,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,11481.691917962928
다사525437,37.4917831,126.9632359,376,981.3,0,사당동,95821,1,4,9,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,12288.134482933017
다사535425,37.48101799,126.9746234,472,512.59,0,사당동,95821,0,1,7,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,11427.901788573346
다사503457,37.50969387,126.9382151,279,543.88,0,노량진동,30270,0,4,8,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,12519.615595414434
다사535429,37.48462331,126.9745982,263,308.04,0,사당동,95821,2,16,24,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,7947.2628843834045
다사490437,37.49159658,126.9236449,819,155.07,0,신대방동,45025,7,14,18,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,12806.759036254287
다사494447,37.50063179,126.9281009,405,102.24,0,대방동,34112,2,12,22,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,9232.689216256227
다사483441,37.49516297,126.9156987,366,215.6,0,신대방동,45025,2,14,20,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,10016.82870580802
다사512458,37.51064319,126.9483914,314,473.31,0,본동,10520,0,8,22,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,11922.45517540681
다사522455,37.50799151,126.9597255,251,350.99,0,흑석동,30047,4,15,18,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,11737.48457006751
다사510453,37.50612598,126.9461618,340,403.06,0,상도동,114034,4,19,30,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,12053.43423874129
다사499449,37.50246169,126.9337438,303,535.97,0,상도동,114034,5,10,17,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,17471.91984683266
다사510443,37.49711274,126.9462284,340,649.27,0,상도동,114034,0,5,12,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,15203.521751500648
다사528431,37.4863905,126.9666679,286,435.11,0,사당동,95821,4,14,19,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,19090.87214549447
다사540428,37.48374699,126.9802597,346,337.0,0,사당동,95821,6,13,19,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,14911.127574608625
다사538422,37.47832903,126.9780353,289,374.74,0,사당동,95821,0,2,7,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,10134.349826066993
다사541440,37.49456794,126.981316,275,859.18,0,동작동,5504,5,8,11,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,10292.06447345817
다사496448,37.50154405,126.9303566,295,277.25,0,상도동,114034,0,11,17,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,14915.465587769675
다사537421,37.47742269,126.9769106,346,428.06,0,사당동,95821,2,2,5,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,13026.859825849215
다사492457,37.50963402,126.9257692,507,328.57,0,대방동,34112,4,9,20,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,13460.631199070509
다사528432,37.48729182,126.9666615,299,487.6,0,사당동,95821,3,14,20,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,17095.194145645968
다사513455,37.5079445,126.9495427,751,590.14,0,노량진동,30270,0,17,24,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,10196.233040372721
다사539424,37.48013668,126.9791537,442,456.17,0,사당동,95821,0,4,8,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,12729.521531487166
다사510459,37.51153392,126.9461218,343,279.09,0,노량진동,30270,0,7,16,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,15105.431046873724
다사512451,37.50433392,126.9484378,415,177.01,0,상도1동,9802,6,18,31,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,4120.838356731066
다사509445,37.49891008,126.9450838,275,500.02,0,상도동,114034,2,7,15,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,16001.832964638934
다사497442,37.49614156,126.9315289,368,493.33,0,상도동,114034,6,15,24,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,10840.964622713873
다사482439,37.49335473,126.9145816,507,398.54,0,신대방동,45025,2,6,16,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,15007.637360062132
다사492441,37.49521289,126.9258797,433,309.15,0,신대방동,45025,1,5,12,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,11761.388733184318
다사514441,37.49533122,126.9507666,454,274.38,0,상도동,114034,0,4,9,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,12651.549630629137
다사534421,37.47740762,126.9735177,476,722.48,0,사당동,95821,0,2,4,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,11184.353623600879
다사496440,37.49433347,126.9304114,405,519.0,0,상도동,114034,0,11,22,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,13489.019068504313
다사539434,37.48915,126.9790911,700,373.23,0,사당동,95821,0,5,13,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,11381.000720019403
다사518445,37.49895747,126.9552653,454,332.31,0,상도동,114034,0,6,14,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,13614.785800126445
다사492455,37.50783138,126.925783,474,362.02,0,대방동,34112,3,11,20,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,13944.322144560429
다사508457,37.50972064,126.9438723,275,463.82,0,노량진동,30270,3,10,15,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,17776.69818274249
다사501444,37.4979659,126.9360403,384,717.01,0,상도동,114034,2,5,21,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,14301.646552569577
다사529432,37.48729693,126.9677926,242,411.98,0,사당동,95821,3,14,20,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,16592.855008665563
다사495462,37.51415708,126.9291292,458,290.52,0,대방동,34112,1,10,13,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,12694.031657052174
다사509449,37.50251538,126.9450571,254,256.93,0,상도동,114034,6,15,25,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,10561.644273501914
다사542443,37.49727689,126.9824286,315,638.93,0,동작동,5504,4,6,11,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,9311.852998949787
다사480437,37.49154086,126.9123333,522,453.29,0,신대방동,45025,0,1,6,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,12600.33389717598
다사516454,37.50705894,126.9529435,353,627.37,0,상도동,114034,2,14,20,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,18161.493410720042
다사524438,37.49267928,126.9620982,539,844.98,0,사당동,95821,1,5,9,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,11924.197769256847
다사508449,37.50251006,126.9439258,313,356.26,0,상도동,114034,1,14,27,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,13619.107629900163
다사527432,37.48728671,126.9655303,436,570.7,0,사당동,95821,5,13,20,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,14499.773721936488
다사515443,37.49713912,126.9518846,269,183.92,0,상도동,114034,1,9,10,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,10101.310335093262
다사503462,37.51420048,126.9381813,452,587.39,0,노량진동,30270,2,8,12,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,13027.91158961012
다사483442,37.49606429,126.9156917,284,215.25,0,신대방동,45025,4,16,20,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,4462.782384537595
다사507453,37.50611002,126.9427676,525,358.85,0,노량진동,30270,7,14,28,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,19089.527266458306
다사511459,37.51153922,126.9472533,363,332.26,0,노량진동,30270,0,7,19,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,14006.681905885272
다사508448,37.50160873,126.9439324,466,377.88,0,상도동,114034,1,11,23,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,11657.215246815478
다사490442,37.49610319,126.9236103,346,346.83,0,신대방동,45025,0,4,11,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,11393.169643479663
다사498450,37.50335758,126.9326056,348,560.07,0,상도동,114034,0,7,17,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,16123.862599920913
다사523457,37.50979933,126.9608439,484,246.97,0,흑석동,30047,1,12,15,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,12923.666364356044
다사499446,37.49975772,126.9337642,317,489.29,0,상도동,114034,3,12,19,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,17506.052517191554
다사499450,37.50336301,126.933737,308,494.72,0,상도동,114034,1,12,20,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,16092.18213343781
다사481435,37.48974384,126.9134786,252,246.35,0,신대방동,45025,0,3,12,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,11350.932385864155
다사493445,37.49882367,126.9269833,811,147.42,0,신대방동,45025,8,16,20,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,5752.954991387124
다사509446,37.49981141,126.9450771,278,416.99,0,상도동,114034,2,9,20,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,17138.580395427187
다사539423,37.47923535,126.97916,380,371.0,0,사당동,95821,0,7,9,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,10564.231926241426
다사509444,37.49800876,126.9450904,412,588.42,0,상도동,114034,2,7,10,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,14132.347078633073
다사533435,37.49002121,126.972298,448,602.25,0,사당동,95821,3,9,19,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,13375.771001643338
다사495460,37.51235444,126.929143,792,245.37,0,대방동,34112,1,8,17,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,11724.069560700465
다사496442,37.49613612,126.9303977,401,442.18,0,상도동,114034,2,13,25,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,13604.523076986881
다사494441,37.49522386,126.9281421,285,458.22,0,신대방동,45025,3,6,15,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,16233.226343149101
다사477434,37.48881997,126.9089611,419,406.92,0,신대방동,45025,1,10,14,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,15476.173608143476
다사507445,37.49889943,126.9428212,382,625.92,0,상도동,114034,5,13,21,3.170132325141777,42.71077504725898,15.177164461247635,11.782230623818524,17.778260869565216,16410.58983598491
